GeneID	Chromosome	Start	End
gene-AUO97_RS04925	NZ_CP018664.1	1051581	1053002
gene-AUO97_RS04930	NZ_CP018664.1	1053073	1057548
gene-AUO97_RS04935	NZ_CP018664.1	1058009	1058884
gene-AUO97_RS04940	NZ_CP018664.1	1058900	1059982
gene-AUO97_RS04945	NZ_CP018664.1	1060011	1060580
gene-AUO97_RS04950	NZ_CP018664.1	1060592	1062757
gene-AUO97_RS04955	NZ_CP018664.1	1062825	1063352
gene-AUO97_RS04960	NZ_CP018664.1	1063363	1064103
gene-AUO97_RS04965	NZ_CP018664.1	1064100	1064741
gene-AUO97_RS04970	NZ_CP018664.1	1064741	1065799
gene-AUO97_RS04975	NZ_CP018664.1	1065962	1068517
gene-AUO97_RS04980	NZ_CP018664.1	1068535	1069359
gene-AUO97_RS04985	NZ_CP018664.1	1069362	1069694
gene-AUO97_RS04990	NZ_CP018664.1	1069755	1070873
gene-AUO97_RS04995	NZ_CP018664.1	1070874	1072274
gene-AUO97_RS05000	NZ_CP018664.1	1072283	1073782
gene-AUO97_RS05005	NZ_CP018664.1	1073786	1075618
gene-AUO97_RS05010	NZ_CP018664.1	1075630	1075962
gene-AUO97_RS05015	NZ_CP018664.1	1075962	1076885
gene-AUO97_RS05020	NZ_CP018664.1	1077108	1078109
gene-AUO97_RS05025	NZ_CP018664.1	1078506	1078805
gene-AUO97_RS05030	NZ_CP018664.1	1078922	1080430
gene-AUO97_RS05035	NZ_CP018664.1	1080488	1080563
gene-AUO97_RS05040	NZ_CP018664.1	1080589	1080664
gene-AUO97_RS05045	NZ_CP018664.1	1080796	1082214
gene-AUO97_RS05050	NZ_CP018664.1	1082334	1083218
gene-AUO97_RS05055	NZ_CP018664.1	1083353	1083428
gene-AUO97_RS05060	NZ_CP018664.1	1083457	1083532
gene-AUO97_RS05065	NZ_CP018664.1	1083626	1084573
gene-AUO97_RS05070	NZ_CP018664.1	1084847	1085185
gene-AUO97_RS05075	NZ_CP018664.1	1085204	1086160
gene-AUO97_RS05080	NZ_CP018664.1	1086293	1089451
gene-AUO97_RS05085	NZ_CP018664.1	1089441	1090658
gene-AUO97_RS05090	NZ_CP018664.1	1090661	1092076
gene-AUO97_RS05095	NZ_CP018664.1	1092131	1092529
gene-AUO97_RS05100	NZ_CP018664.1	1092678	1093370
gene-AUO97_RS05105	NZ_CP018664.1	1093713	1094093
gene-AUO97_RS05110	NZ_CP018664.1	1094136	1095797
gene-AUO97_RS05115	NZ_CP018664.1	1096095	1097372
gene-AUO97_RS05120	NZ_CP018664.1	1097494	1098441
gene-AUO97_RS05125	NZ_CP018664.1	1098742	1099077
gene-AUO97_RS05130	NZ_CP018664.1	1099074	1099499
gene-AUO97_RS05135	NZ_CP018664.1	1099773	1100663
gene-AUO97_RS05140	NZ_CP018664.1	1100731	1102920
gene-AUO97_RS05145	NZ_CP018664.1	1103223	1105571
gene-AUO97_RS05150	NZ_CP018664.1	1106227	1106991
gene-AUO97_RS05155	NZ_CP018664.1	1107009	1108466
gene-AUO97_RS19380	NZ_CP018664.1	1108530	1108622
gene-AUO97_RS05160	NZ_CP018664.1	1108658	1110172
gene-AUO97_RS05165	NZ_CP018664.1	1110303	1110734
gene-AUO97_RS05170	NZ_CP018664.1	1110906	1110981
gene-AUO97_RS05175	NZ_CP018664.1	1111108	1111183
gene-AUO97_RS05180	NZ_CP018664.1	1111289	1111672
gene-AUO97_RS05185	NZ_CP018664.1	1111775	1112368
gene-AUO97_RS05190	NZ_CP018664.1	1112368	1112985
gene-AUO97_RS05195	NZ_CP018664.1	1113139	1113687
gene-AUO97_RS05200	NZ_CP018664.1	1113774	1114415
gene-AUO97_RS05205	NZ_CP018664.1	1114510	1115241
gene-AUO97_RS05210	NZ_CP018664.1	1115309	1115860
gene-AUO97_RS05215	NZ_CP018664.1	1115959	1116861
gene-AUO97_RS05220	NZ_CP018664.1	1116887	1117198
gene-AUO97_RS05225	NZ_CP018664.1	1117202	1117594
gene-AUO97_RS05230	NZ_CP018664.1	1117631	1118260
gene-AUO97_RS05235	NZ_CP018664.1	1118273	1119223
gene-AUO97_RS05240	NZ_CP018664.1	1119336	1120094
gene-AUO97_RS05245	NZ_CP018664.1	1120136	1120774
gene-AUO97_RS05250	NZ_CP018664.1	1120884	1121888
gene-AUO97_RS05255	NZ_CP018664.1	1122021	1122710
gene-AUO97_RS05260	NZ_CP018664.1	1122889	1123131
gene-AUO97_RS05265	NZ_CP018664.1	1123177	1123776
gene-AUO97_RS05270	NZ_CP018664.1	1123873	1124952
gene-AUO97_RS05275	NZ_CP018664.1	1125208	1125651
gene-AUO97_RS05280	NZ_CP018664.1	1125707	1127584
gene-AUO97_RS05285	NZ_CP018664.1	1127703	1127792
gene-AUO97_RS05290	NZ_CP018664.1	1127929	1128741
gene-AUO97_RS05295	NZ_CP018664.1	1128831	1129493
gene-AUO97_RS05300	NZ_CP018664.1	1129552	1129893
gene-AUO97_RS05305	NZ_CP018664.1	1129975	1130433
gene-AUO97_RS05310	NZ_CP018664.1	1130427	1131383
gene-AUO97_RS05315	NZ_CP018664.1	1131556	1132113
gene-AUO97_RS05320	NZ_CP018664.1	1132231	1132566
gene-AUO97_RS05325	NZ_CP018664.1	1132594	1132800
gene-AUO97_RS05330	NZ_CP018664.1	1132877	1133758
gene-AUO97_RS05335	NZ_CP018664.1	1133742	1134893
gene-AUO97_RS05340	NZ_CP018664.1	1134890	1135252
gene-AUO97_RS05345	NZ_CP018664.1	1135332	1135994
gene-AUO97_RS05350	NZ_CP018664.1	1136074	1136388
gene-AUO97_RS05355	NZ_CP018664.1	1136500	1136916
gene-AUO97_RS05360	NZ_CP018664.1	1136989	1137540
gene-AUO97_RS05370	NZ_CP018664.1	1138230	1139030
gene-AUO97_RS05375	NZ_CP018664.1	1139153	1140055
gene-AUO97_RS05385	NZ_CP018664.1	1141214	1141606
gene-AUO97_RS05390	NZ_CP018664.1	1141631	1142374
gene-AUO97_RS05395	NZ_CP018664.1	1142603	1143490
gene-AUO97_RS05400	NZ_CP018664.1	1143487	1144407
gene-AUO97_RS05405	NZ_CP018664.1	1144546	1145790
gene-AUO97_RS05410	NZ_CP018664.1	1145915	1145990
gene-AUO97_RS19385	NZ_CP018664.1	1145994	1146092
gene-AUO97_RS05415	NZ_CP018664.1	1146301	1146684
gene-AUO97_RS05420	NZ_CP018664.1	1146913	1147338
gene-AUO97_RS05425	NZ_CP018664.1	1147347	1148174
gene-AUO97_RS05430	NZ_CP018664.1	1148179	1149477
gene-AUO97_RS05435	NZ_CP018664.1	1149917	1150789
gene-AUO97_RS05440	NZ_CP018664.1	1151067	1151693
gene-AUO97_RS05445	NZ_CP018664.1	1151714	1152688
gene-AUO97_RS05450	NZ_CP018664.1	1152793	1154241
gene-AUO97_RS05455	NZ_CP018664.1	1154238	1155530
gene-AUO97_RS05460	NZ_CP018664.1	1155687	1157186
gene-AUO97_RS05465	NZ_CP018664.1	1157251	1158693
gene-AUO97_RS05470	NZ_CP018664.1	1158999	1159547
gene-AUO97_RS05475	NZ_CP018664.1	1159616	1160311
gene-AUO97_RS05480	NZ_CP018664.1	1160308	1160631
gene-AUO97_RS05485	NZ_CP018664.1	1160672	1161253
gene-AUO97_RS05490	NZ_CP018664.1	1161305	1162669
gene-AUO97_RS05495	NZ_CP018664.1	1162816	1163898
gene-AUO97_RS05500	NZ_CP018664.1	1164161	1164835
gene-AUO97_RS05505	NZ_CP018664.1	1164885	1165226
gene-AUO97_RS05510	NZ_CP018664.1	1165279	1165632
gene-AUO97_RS05515	NZ_CP018664.1	1165697	1166674
gene-AUO97_RS05520	NZ_CP018664.1	1166678	1167280
gene-AUO97_RS05525	NZ_CP018664.1	1167577	1170411
gene-AUO97_RS05530	NZ_CP018664.1	1170445	1172151
gene-AUO97_RS05535	NZ_CP018664.1	1173144	1174043
gene-AUO97_RS05540	NZ_CP018664.1	1174110	1176077
gene-AUO97_RS05545	NZ_CP018664.1	1176243	1176935
gene-AUO97_RS05550	NZ_CP018664.1	1177105	1178820
gene-AUO97_RS05555	NZ_CP018664.1	1178822	1179154
gene-AUO97_RS05560	NZ_CP018664.1	1179338	1182835
gene-AUO97_RS05565	NZ_CP018664.1	1183229	1183996
gene-AUO97_RS05570	NZ_CP018664.1	1184039	1184689
gene-AUO97_RS05575	NZ_CP018664.1	1185066	1185803
gene-AUO97_RS05580	NZ_CP018664.1	1185848	1186960
gene-AUO97_RS05585	NZ_CP018664.1	1187052	1187465
gene-AUO97_RS05590	NZ_CP018664.1	1187571	1188113
gene-AUO97_RS05595	NZ_CP018664.1	1188160	1190109
gene-AUO97_RS05600	NZ_CP018664.1	1190404	1190979
gene-AUO97_RS05605	NZ_CP018664.1	1191092	1192072
gene-AUO97_RS05610	NZ_CP018664.1	1192052	1192759
gene-AUO97_RS05615	NZ_CP018664.1	1192756	1194048
gene-AUO97_RS05620	NZ_CP018664.1	1194217	1195275
gene-AUO97_RS05625	NZ_CP018664.1	1195304	1195606
gene-AUO97_RS05630	NZ_CP018664.1	1195806	1196901
gene-AUO97_RS05635	NZ_CP018664.1	1197294	1198061
gene-AUO97_RS05640	NZ_CP018664.1	1198109	1199806
gene-AUO97_RS05645	NZ_CP018664.1	1199807	1200463
gene-AUO97_RS05650	NZ_CP018664.1	1200474	1201811
gene-AUO97_RS05655	NZ_CP018664.1	1201961	1203427
gene-AUO97_RS05660	NZ_CP018664.1	1203563	1203928
gene-AUO97_RS05665	NZ_CP018664.1	1204020	1204817
gene-AUO97_RS05670	NZ_CP018664.1	1205046	1207202
gene-AUO97_RS05675	NZ_CP018664.1	1207261	1207836
gene-AUO97_RS05680	NZ_CP018664.1	1208085	1208357
gene-AUO97_RS05685	NZ_CP018664.1	1208506	1210494
gene-AUO97_RS05690	NZ_CP018664.1	1210497	1213214
gene-AUO97_RS05695	NZ_CP018664.1	1213465	1214157
gene-AUO97_RS05700	NZ_CP018664.1	1214265	1214705
gene-AUO97_RS05705	NZ_CP018664.1	1214803	1215705
gene-AUO97_RS05710	NZ_CP018664.1	1215816	1216991
gene-AUO97_RS05715	NZ_CP018664.1	1217156	1218418
gene-AUO97_RS05720	NZ_CP018664.1	1218479	1219333
gene-AUO97_RS05725	NZ_CP018664.1	1219336	1220262
gene-AUO97_RS05730	NZ_CP018664.1	1220300	1221748
gene-AUO97_RS05735	NZ_CP018664.1	1221760	1222857
gene-AUO97_RS05740	NZ_CP018664.1	1223095	1224039
gene-AUO97_RS05745	NZ_CP018664.1	1224200	1224412
gene-AUO97_RS05750	NZ_CP018664.1	1224642	1226831
gene-AUO97_RS05755	NZ_CP018664.1	1227075	1227269
gene-AUO97_RS05760	NZ_CP018664.1	1227510	1228160
gene-AUO97_RS05765	NZ_CP018664.1	1228199	1229023
gene-AUO97_RS05770	NZ_CP018664.1	1229479	1229829
gene-AUO97_RS05775	NZ_CP018664.1	1229867	1230304
gene-AUO97_RS05780	NZ_CP018664.1	1230454	1231365
gene-AUO97_RS05785	NZ_CP018664.1	1231541	1232734
gene-AUO97_RS05790	NZ_CP018664.1	1232726	1234540
gene-AUO97_RS05795	NZ_CP018664.1	1234569	1235336
gene-AUO97_RS05800	NZ_CP018664.1	1235349	1235894
gene-AUO97_RS05805	NZ_CP018664.1	1236053	1236403
gene-AUO97_RS05810	NZ_CP018664.1	1236656	1237621
gene-AUO97_RS05815	NZ_CP018664.1	1237721	1238224
gene-AUO97_RS05820	NZ_CP018664.1	1238221	1238544
gene-AUO97_RS05825	NZ_CP018664.1	1238569	1239936
gene-AUO97_RS05830	NZ_CP018664.1	1240058	1240783
gene-AUO97_RS05835	NZ_CP018664.1	1240836	1241993
gene-AUO97_RS05840	NZ_CP018664.1	1242193	1243203
gene-AUO97_RS05845	NZ_CP018664.1	1243200	1243703
gene-AUO97_RS05850	NZ_CP018664.1	1243825	1245708
gene-AUO97_RS05855	NZ_CP018664.1	1245723	1246304
gene-AUO97_RS05860	NZ_CP018664.1	1246516	1247859
gene-AUO97_RS05865	NZ_CP018664.1	1247924	1248280
gene-AUO97_RS05870	NZ_CP018664.1	1248423	1249079
gene-AUO97_RS19390	NZ_CP018664.1	1249214	1249885
gene-AUO97_RS05880	NZ_CP018664.1	1249955	1250680
gene-AUO97_RS05885	NZ_CP018664.1	1250796	1251602
gene-AUO97_RS05890	NZ_CP018664.1	1251607	1254045
gene-AUO97_RS05910	NZ_CP018664.1	1254300	1255519
gene-AUO97_RS05920	NZ_CP018664.1	1255814	1256929
gene-AUO97_RS05925	NZ_CP018664.1	1256956	1257756
gene-AUO97_RS05930	NZ_CP018664.1	1258077	1259279
gene-AUO97_RS05935	NZ_CP018664.1	1259427	1259648
gene-AUO97_RS05940	NZ_CP018664.1	1259653	1260480
gene-AUO97_RS05945	NZ_CP018664.1	1260467	1261348
gene-AUO97_RS05950	NZ_CP018664.1	1262381	1262569
gene-AUO97_RS05955	NZ_CP018664.1	1262710	1263489
gene-AUO97_RS05960	NZ_CP018664.1	1263502	1263738
gene-AUO97_RS05965	NZ_CP018664.1	1263749	1265176
gene-AUO97_RS05970	NZ_CP018664.1	1265181	1265429
gene-AUO97_RS05975	NZ_CP018664.1	1265493	1265717
gene-AUO97_RS05985	NZ_CP018664.1	1266072	1267139
gene-AUO97_RS05990	NZ_CP018664.1	1267136	1267642
gene-AUO97_RS05995	NZ_CP018664.1	1267639	1268406
gene-AUO97_RS06000	NZ_CP018664.1	1268403	1268735
gene-AUO97_RS06005	NZ_CP018664.1	1268883	1269620
gene-AUO97_RS06010	NZ_CP018664.1	1269617	1269841
gene-AUO97_RS06015	NZ_CP018664.1	1270052	1271545
gene-AUO97_RS06025	NZ_CP018664.1	1271721	1272023
gene-AUO97_RS06030	NZ_CP018664.1	1272110	1272925
gene-AUO97_RS19270	NZ_CP018664.1	1273018	1274108
gene-AUO97_RS06060	NZ_CP018664.1	1274530	1276440
gene-AUO97_RS06065	NZ_CP018664.1	1276441	1277151
gene-AUO97_RS06070	NZ_CP018664.1	1277463	1277732
gene-AUO97_RS06075	NZ_CP018664.1	1277786	1278142
gene-AUO97_RS06080	NZ_CP018664.1	1278188	1278505
gene-AUO97_RS06085	NZ_CP018664.1	1278712	1279644
gene-AUO97_RS06090	NZ_CP018664.1	1279745	1279972
gene-AUO97_RS06095	NZ_CP018664.1	1279973	1281475
gene-AUO97_RS06100	NZ_CP018664.1	1281560	1282723
gene-AUO97_RS06105	NZ_CP018664.1	1282744	1283325
gene-AUO97_RS06110	NZ_CP018664.1	1283612	1285408
gene-AUO97_RS06115	NZ_CP018664.1	1285703	1287190
gene-AUO97_RS06120	NZ_CP018664.1	1287203	1288054
gene-AUO97_RS06125	NZ_CP018664.1	1288122	1288421
gene-AUO97_RS06130	NZ_CP018664.1	1288494	1288865
gene-AUO97_RS06135	NZ_CP018664.1	1289240	1290670
gene-AUO97_RS06140	NZ_CP018664.1	1290663	1291778
gene-AUO97_RS06145	NZ_CP018664.1	1291808	1292728
gene-AUO97_RS06150	NZ_CP018664.1	1292733	1294643
gene-AUO97_RS06160	NZ_CP018664.1	1294989	1296017
gene-AUO97_RS06165	NZ_CP018664.1	1296008	1296460
gene-AUO97_RS06170	NZ_CP018664.1	1296585	1297268
gene-AUO97_RS06175	NZ_CP018664.1	1297305	1298717
gene-AUO97_RS06180	NZ_CP018664.1	1298829	1299605
gene-AUO97_RS06185	NZ_CP018664.1	1299621	1300499
gene-AUO97_RS06190	NZ_CP018664.1	1300542	1301363
gene-AUO97_RS06195	NZ_CP018664.1	1302288	1303562
gene-AUO97_RS06200	NZ_CP018664.1	1303669	1304196
gene-AUO97_RS06205	NZ_CP018664.1	1304324	1304722
gene-AUO97_RS06210	NZ_CP018664.1	1304829	1305212
gene-AUO97_RS06215	NZ_CP018664.1	1305251	1306930
gene-AUO97_RS06220	NZ_CP018664.1	1307228	1309447
gene-AUO97_RS06225	NZ_CP018664.1	1309601	1310920
gene-AUO97_RS06230	NZ_CP018664.1	1311003	1311647
gene-AUO97_RS06235	NZ_CP018664.1	1311693	1312160
gene-AUO97_RS06240	NZ_CP018664.1	1312232	1313824
gene-AUO97_RS06245	NZ_CP018664.1	1314151	1314774
gene-AUO97_RS06250	NZ_CP018664.1	1314972	1316363
gene-AUO97_RS06255	NZ_CP018664.1	1316441	1317199
gene-AUO97_RS06260	NZ_CP018664.1	1317201	1318256
gene-AUO97_RS06265	NZ_CP018664.1	1318577	1318930
gene-AUO97_RS06270	NZ_CP018664.1	1319076	1319576
gene-AUO97_RS06275	NZ_CP018664.1	1319890	1322268
gene-AUO97_RS06280	NZ_CP018664.1	1322483	1323742
gene-AUO97_RS06285	NZ_CP018664.1	1323890	1324294
gene-AUO97_RS06290	NZ_CP018664.1	1324376	1324861
gene-AUO97_RS06295	NZ_CP018664.1	1324878	1325444
gene-AUO97_RS06300	NZ_CP018664.1	1325750	1326358
gene-AUO97_RS06305	NZ_CP018664.1	1326414	1327412
gene-AUO97_RS06310	NZ_CP018664.1	1327619	1328161
gene-AUO97_RS06315	NZ_CP018664.1	1328312	1328426
gene-AUO97_RS06320	NZ_CP018664.1	1328612	1331504
gene-AUO97_RS06325	NZ_CP018664.1	1331845	1331920
gene-AUO97_RS06330	NZ_CP018664.1	1331976	1332052
gene-AUO97_RS06335	NZ_CP018664.1	1332112	1333648
gene-AUO97_RS06340	NZ_CP018664.1	1334141	1334737
gene-AUO97_RS06345	NZ_CP018664.1	1334825	1336039
gene-AUO97_RS06350	NZ_CP018664.1	1336109	1336315
gene-AUO97_RS06355	NZ_CP018664.1	1336369	1338444
gene-AUO97_RS06360	NZ_CP018664.1	1338517	1338945
gene-AUO97_RS06365	NZ_CP018664.1	1338982	1339512
gene-AUO97_RS06370	NZ_CP018664.1	1339635	1340789
gene-AUO97_RS06375	NZ_CP018664.1	1340810	1341940
gene-AUO97_RS06380	NZ_CP018664.1	1341991	1342560
gene-AUO97_RS06385	NZ_CP018664.1	1342952	1343872
gene-AUO97_RS06390	NZ_CP018664.1	1343978	1344628
gene-AUO97_RS06395	NZ_CP018664.1	1344765	1345979
gene-AUO97_RS06400	NZ_CP018664.1	1346001	1346765
gene-AUO97_RS06405	NZ_CP018664.1	1346888	1347433
gene-AUO97_RS06410	NZ_CP018664.1	1347579	1348178
gene-AUO97_RS06415	NZ_CP018664.1	1348227	1348709
gene-AUO97_RS06420	NZ_CP018664.1	1348858	1349277
gene-AUO97_RS06425	NZ_CP018664.1	1349295	1350689
gene-AUO97_RS06430	NZ_CP018664.1	1350720	1351589
gene-AUO97_RS06435	NZ_CP018664.1	1351667	1353211
gene-AUO97_RS06440	NZ_CP018664.1	1353258	1353794
gene-AUO97_RS06445	NZ_CP018664.1	1353807	1354277
gene-AUO97_RS06450	NZ_CP018664.1	1354316	1354561
gene-AUO97_RS06455	NZ_CP018664.1	1354646	1355521
gene-AUO97_RS06460	NZ_CP018664.1	1355626	1356024
gene-AUO97_RS06465	NZ_CP018664.1	1356194	1357033
gene-AUO97_RS06470	NZ_CP018664.1	1357161	1357658
gene-AUO97_RS06475	NZ_CP018664.1	1357631	1358419
gene-AUO97_RS06480	NZ_CP018664.1	1358423	1359232
gene-AUO97_RS06485	NZ_CP018664.1	1359234	1359860
gene-AUO97_RS06490	NZ_CP018664.1	1360019	1360939
gene-AUO97_RS06495	NZ_CP018664.1	1360985	1362682
gene-AUO97_RS06500	NZ_CP018664.1	1363178	1364968
gene-AUO97_RS06505	NZ_CP018664.1	1365122	1365748
gene-AUO97_RS06510	NZ_CP018664.1	1365792	1366460
gene-AUO97_RS06515	NZ_CP018664.1	1366573	1366980
gene-AUO97_RS06520	NZ_CP018664.1	1366977	1367924
gene-AUO97_RS06525	NZ_CP018664.1	1368081	1368386
gene-AUO97_RS06530	NZ_CP018664.1	1368447	1368974
gene-AUO97_RS06535	NZ_CP018664.1	1369193	1369981
gene-AUO97_RS06540	NZ_CP018664.1	1370047	1371615
gene-AUO97_RS06545	NZ_CP018664.1	1372003	1373220
gene-AUO97_RS06550	NZ_CP018664.1	1373279	1373716
gene-AUO97_RS06555	NZ_CP018664.1	1373910	1374551
gene-AUO97_RS06560	NZ_CP018664.1	1374559	1375149
gene-AUO97_RS06565	NZ_CP018664.1	1375365	1375751
gene-AUO97_RS06570	NZ_CP018664.1	1375762	1376604
gene-AUO97_RS06575	NZ_CP018664.1	1376681	1377073
gene-AUO97_RS06580	NZ_CP018664.1	1377085	1377393
gene-AUO97_RS06585	NZ_CP018664.1	1377624	1377699
gene-AUO97_RS06590	NZ_CP018664.1	1377746	1377821
gene-AUO97_RS06595	NZ_CP018664.1	1377916	1378680
gene-AUO97_RS06600	NZ_CP018664.1	1378673	1380538
gene-AUO97_RS06605	NZ_CP018664.1	1380592	1381866
gene-AUO97_RS06610	NZ_CP018664.1	1381863	1385513
gene-AUO97_RS06615	NZ_CP018664.1	1385538	1389497
gene-AUO97_RS06620	NZ_CP018664.1	1389494	1389754
gene-AUO97_RS06625	NZ_CP018664.1	1389751	1391526
gene-AUO97_RS06630	NZ_CP018664.1	1391577	1393466
gene-AUO97_RS06635	NZ_CP018664.1	1394083	1394799
gene-AUO97_RS06640	NZ_CP018664.1	1395559	1395975
gene-AUO97_RS06645	NZ_CP018664.1	1396039	1396605
gene-AUO97_RS06650	NZ_CP018664.1	1396698	1398050
gene-AUO97_RS06655	NZ_CP018664.1	1398170	1399195
gene-AUO97_RS06660	NZ_CP018664.1	1399208	1399981
gene-AUO97_RS06665	NZ_CP018664.1	1400003	1401130
gene-AUO97_RS06670	NZ_CP018664.1	1401142	1402791
gene-AUO97_RS06675	NZ_CP018664.1	1402873	1403763
gene-AUO97_RS06680	NZ_CP018664.1	1403775	1405292
gene-AUO97_RS06685	NZ_CP018664.1	1405458	1406339
gene-AUO97_RS06690	NZ_CP018664.1	1406397	1407827
gene-AUO97_RS06695	NZ_CP018664.1	1408198	1409637
gene-AUO97_RS06700	NZ_CP018664.1	1409799	1410158
gene-AUO97_RS06705	NZ_CP018664.1	1410169	1411272
gene-AUO97_RS06710	NZ_CP018664.1	1411293	1412558
gene-AUO97_RS06715	NZ_CP018664.1	1412695	1413162
gene-AUO97_RS06720	NZ_CP018664.1	1413203	1414348
gene-AUO97_RS06725	NZ_CP018664.1	1414424	1416523
gene-AUO97_RS06730	NZ_CP018664.1	1416568	1416948
gene-AUO97_RS06735	NZ_CP018664.1	1416977	1417351
gene-AUO97_RS06740	NZ_CP018664.1	1417462	1418127
gene-AUO97_RS06745	NZ_CP018664.1	1418238	1418939
gene-AUO97_RS06750	NZ_CP018664.1	1419740	1420441
gene-AUO97_RS06755	NZ_CP018664.1	1420530	1421006
gene-AUO97_RS06760	NZ_CP018664.1	1421052	1421474
gene-AUO97_RS06765	NZ_CP018664.1	1421428	1421838
gene-AUO97_RS06770	NZ_CP018664.1	1421847	1422335
gene-AUO97_RS06775	NZ_CP018664.1	1422332	1423162
gene-AUO97_RS06780	NZ_CP018664.1	1423164	1425926
gene-AUO97_RS06785	NZ_CP018664.1	1426187	1426879
gene-AUO97_RS06790	NZ_CP018664.1	1426889	1428115
gene-AUO97_RS06800	NZ_CP018664.1	1428791	1429075
gene-AUO97_RS06805	NZ_CP018664.1	1429435	1429944
gene-AUO97_RS06810	NZ_CP018664.1	1430350	1430925
gene-AUO97_RS19650	NZ_CP018664.1	1431049	1431183
gene-AUO97_RS06820	NZ_CP018664.1	1431511	1433979
gene-AUO97_RS06825	NZ_CP018664.1	1434089	1436695
gene-AUO97_RS06830	NZ_CP018664.1	1436695	1437852
gene-AUO97_RS06835	NZ_CP018664.1	1438122	1439006
gene-AUO97_RS06840	NZ_CP018664.1	1438999	1439709
gene-AUO97_RS19410	NZ_CP018664.1	1439755	1439889
gene-AUO97_RS06845	NZ_CP018664.1	1440225	1441439
gene-AUO97_RS06850	NZ_CP018664.1	1441488	1443194
gene-AUO97_RS06855	NZ_CP018664.1	1443486	1444637
gene-AUO97_RS06860	NZ_CP018664.1	1444634	1445386
gene-AUO97_RS06865	NZ_CP018664.1	1445406	1447073
gene-AUO97_RS06870	NZ_CP018664.1	1447448	1448818
gene-AUO97_RS06875	NZ_CP018664.1	1448862	1449878
gene-AUO97_RS06880	NZ_CP018664.1	1449871	1451541
gene-AUO97_RS06885	NZ_CP018664.1	1451538	1452800
gene-AUO97_RS06890	NZ_CP018664.1	1452916	1453791
gene-AUO97_RS06895	NZ_CP018664.1	1453816	1454436
gene-AUO97_RS06900	NZ_CP018664.1	1454449	1455276
gene-AUO97_RS06905	NZ_CP018664.1	1455283	1456317
gene-AUO97_RS06910	NZ_CP018664.1	1456321	1457361
gene-AUO97_RS06915	NZ_CP018664.1	1457444	1458535
gene-AUO97_RS06920	NZ_CP018664.1	1458627	1459790
gene-AUO97_RS06925	NZ_CP018664.1	1459967	1460533
gene-AUO97_RS06930	NZ_CP018664.1	1460530	1461882
gene-AUO97_RS06935	NZ_CP018664.1	1461917	1462996
gene-AUO97_RS06940	NZ_CP018664.1	1462998	1463576
gene-AUO97_RS06945	NZ_CP018664.1	1463573	1464523
gene-AUO97_RS06950	NZ_CP018664.1	1464554	1465849
gene-AUO97_RS06955	NZ_CP018664.1	1466210	1467310
gene-AUO97_RS06960	NZ_CP018664.1	1467315	1467743
gene-AUO97_RS06965	NZ_CP018664.1	1467763	1469949
gene-AUO97_RS06970	NZ_CP018664.1	1470142	1470864
gene-AUO97_RS06975	NZ_CP018664.1	1470915	1471610
gene-AUO97_RS06980	NZ_CP018664.1	1471656	1473206
gene-AUO97_RS06985	NZ_CP018664.1	1473279	1473848
gene-AUO97_RS06990	NZ_CP018664.1	1474020	1474865
gene-AUO97_RS19415	NZ_CP018664.1	1474862	1475029
gene-AUO97_RS06995	NZ_CP018664.1	1475434	1477602
gene-AUO97_RS19420	NZ_CP018664.1	1477643	1477780
gene-AUO97_RS07000	NZ_CP018664.1	1477892	1478608
gene-AUO97_RS07005	NZ_CP018664.1	1478767	1479909
gene-AUO97_RS07010	NZ_CP018664.1	1479940	1480965
gene-AUO97_RS07015	NZ_CP018664.1	1481139	1481777
gene-AUO97_RS07020	NZ_CP018664.1	1481914	1482561
gene-AUO97_RS07025	NZ_CP018664.1	1482639	1483256
gene-AUO97_RS07030	NZ_CP018664.1	1483436	1484149
gene-AUO97_RS07035	NZ_CP018664.1	1484146	1484847
gene-AUO97_RS07040	NZ_CP018664.1	1484913	1485659
gene-AUO97_RS07045	NZ_CP018664.1	1485877	1486287
gene-AUO97_RS07050	NZ_CP018664.1	1486510	1486830
gene-AUO97_RS07055	NZ_CP018664.1	1486951	1488306
gene-AUO97_RS07060	NZ_CP018664.1	1488640	1489608
gene-AUO97_RS07065	NZ_CP018664.1	1489680	1490663
gene-AUO97_RS07070	NZ_CP018664.1	1490690	1491865
gene-AUO97_RS07075	NZ_CP018664.1	1491862	1492659
gene-AUO97_RS07080	NZ_CP018664.1	1492673	1493473
gene-AUO97_RS07085	NZ_CP018664.1	1493734	1494354
gene-AUO97_RS07090	NZ_CP018664.1	1494389	1494955
gene-AUO97_RS07095	NZ_CP018664.1	1495036	1496169
gene-AUO97_RS07100	NZ_CP018664.1	1496378	1497379
gene-AUO97_RS07105	NZ_CP018664.1	1497441	1500278
gene-AUO97_RS07110	NZ_CP018664.1	1500271	1500801
gene-AUO97_RS07115	NZ_CP018664.1	1500803	1501285
gene-AUO97_RS07120	NZ_CP018664.1	1501420	1501962
gene-AUO97_RS07125	NZ_CP018664.1	1502008	1502358
gene-AUO97_RS07130	NZ_CP018664.1	1502480	1502594
gene-AUO97_RS07135	NZ_CP018664.1	1502780	1505672
gene-AUO97_RS07140	NZ_CP018664.1	1506013	1506088
gene-AUO97_RS07145	NZ_CP018664.1	1506144	1506220
gene-AUO97_RS07150	NZ_CP018664.1	1506280	1507816
