GeneID	GenedbRef	GeneName	Locus_tag	Start	End
gene-AUO97_RS04340	Gene	rpsN	AUO97_RS04340	936400	936705
gene-AUO97_RS04345	Gene	rplE	AUO97_RS04345	936715	937251
gene-AUO97_RS04350	Gene	rplX	AUO97_RS04350	937267	937584
gene-AUO97_RS04355	Gene	rplN	AUO97_RS04355	937594	937962
gene-AUO97_RS04360	Gene	rpsQ	AUO97_RS04360	938055	938312
gene-AUO97_RS04365	Gene	rpmC	AUO97_RS04365	938309	938506
gene-AUO97_RS04370	Gene	rplP	AUO97_RS04370	938506	938919
gene-AUO97_RS04375	Gene	rpsC	AUO97_RS04375	938923	939675
gene-AUO97_RS04380	Gene	rplV	AUO97_RS04380	939677	940006
gene-AUO97_RS04385	Gene	rpsS	AUO97_RS04385	940018	940293
gene-AUO97_RS04390	Gene	rplB	AUO97_RS04390	940307	941131
gene-AUO97_RS04395	Gene	rplW	AUO97_RS04395	941143	941463
gene-AUO97_RS04400	Gene	rplD	AUO97_RS04400	941460	942062
gene-AUO97_RS04405	Gene	rplC	AUO97_RS04405	942074	942712
gene-AUO97_RS04410	Gene	rpsJ	AUO97_RS04410	942770	943081
gene-AUO97_RS04415	Gene	AUO97_RS04415	AUO97_RS04415	943333	944061
gene-AUO97_RS04420	Gene	AUO97_RS04420	AUO97_RS04420	944229	945419
gene-AUO97_RS04425	Gene	AUO97_RS04425	AUO97_RS04425	945463	947010
gene-AUO97_RS04430	Gene	AUO97_RS04430	AUO97_RS04430	947156	947920
gene-AUO97_RS04435	Gene	AUO97_RS04435	AUO97_RS04435	948006	948443
gene-AUO97_RS04440	Gene	AUO97_RS04440	AUO97_RS04440	948552	949328
gene-AUO97_RS04445	Gene	AUO97_RS04445	AUO97_RS04445	949452	950402
gene-AUO97_RS04450	Gene	AUO97_RS04450	AUO97_RS04450	950445	951710
gene-AUO97_RS04455	Gene	AUO97_RS04455	AUO97_RS04455	951817	952689
gene-AUO97_RS04460	Gene	plsB	AUO97_RS04460	952965	955538
gene-AUO97_RS04465	Gene	adeT2	AUO97_RS04465	955582	956568
gene-AUO97_RS04470	Gene	AUO97_RS04470	AUO97_RS04470	956648	957463
gene-AUO97_RS04475	Gene	recG	AUO97_RS04475	957484	959529
gene-AUO97_RS04480	Gene	AUO97_RS04480	AUO97_RS04480	959522	960157
gene-AUO97_RS04485	Gene	AUO97_RS04485	AUO97_RS04485	960160	960561
gene-AUO97_RS04490	Gene	AUO97_RS04490	AUO97_RS04490	960576	961157
gene-AUO97_RS04495	Gene	AUO97_RS04495	AUO97_RS04495	961315	962328
gene-AUO97_RS04500	Gene	AUO97_RS04500	AUO97_RS04500	962398	962685
gene-AUO97_RS04505	Gene	AUO97_RS04505	AUO97_RS04505	962697	963338
gene-AUO97_RS04510	Gene	AUO97_RS04510	AUO97_RS04510	963365	964045
gene-AUO97_RS04515	Gene	mlaE	AUO97_RS04515	964045	964821
gene-AUO97_RS04520	Gene	AUO97_RS04520	AUO97_RS04520	964818	965636
gene-AUO97_RS19370	Gene	AUO97_RS19370	AUO97_RS19370	965763	965948
gene-AUO97_RS04525	Gene	AUO97_RS04525	AUO97_RS04525	966040	967887
gene-AUO97_RS04530	Gene	AUO97_RS04530	AUO97_RS04530	968297	969127
gene-AUO97_RS04535	Gene	dxs	AUO97_RS04535	969250	971154
gene-AUO97_RS04540	Gene	ribA	AUO97_RS04540	971458	972060
gene-AUO97_RS04545	Gene	hemF	AUO97_RS04545	972188	973138
gene-AUO97_RS04550	Gene	aroE	AUO97_RS04550	973312	974100
gene-AUO97_RS04555	Gene	AUO97_RS04555	AUO97_RS04555	974148	976451
gene-AUO97_RS04560	Gene	AUO97_RS04560	AUO97_RS04560	976709	978532
gene-AUO97_RS04565	Gene	AUO97_RS04565	AUO97_RS04565	978604	979251
gene-AUO97_RS04570	Gene	AUO97_RS04570	AUO97_RS04570	979505	979759
gene-AUO97_RS04575	Gene	AUO97_RS04575	AUO97_RS04575	979829	980929
gene-AUO97_RS04580	Gene	AUO97_RS04580	AUO97_RS04580	981062	981859
gene-AUO97_RS04585	Gene	AUO97_RS04585	AUO97_RS04585	981862	983124
gene-AUO97_RS04590	Gene	AUO97_RS04590	AUO97_RS04590	983298	984482
gene-AUO97_RS04595	Gene	glyQ	AUO97_RS04595	984852	985829
gene-AUO97_RS04600	Gene	AUO97_RS04600	AUO97_RS04600	985829	987898
gene-AUO97_RS04605	Gene	AUO97_RS04605	AUO97_RS04605	988122	988952
gene-AUO97_RS04610	Gene	AUO97_RS04610	AUO97_RS04610	989024	989233
gene-AUO97_RS04615	Gene	AUO97_RS04615	AUO97_RS04615	989419	990534
gene-AUO97_RS04620	Gene	AUO97_RS04620	AUO97_RS04620	990537	991430
gene-AUO97_RS04625	Gene	AUO97_RS04625	AUO97_RS04625	991539	992405
gene-AUO97_RS04630	Gene	AUO97_RS04630	AUO97_RS04630	992554	992973
gene-AUO97_RS04635	Gene	AUO97_RS04635	AUO97_RS04635	993068	993499
gene-AUO97_RS04640	Gene	AUO97_RS04640	AUO97_RS04640	993598	994953
gene-AUO97_RS04645	Gene	AUO97_RS04645	AUO97_RS04645	994989	995297
gene-AUO97_RS04650	Gene	AUO97_RS04650	AUO97_RS04650	995891	996652
gene-AUO97_RS04655	Gene	astE	AUO97_RS04655	996715	997689
gene-AUO97_RS04660	Gene	astB	AUO97_RS04660	997702	999045
gene-AUO97_RS04665	Gene	astD	AUO97_RS04665	999063	1000532
gene-AUO97_RS04670	Gene	astA	AUO97_RS04670	1000532	1001563
gene-AUO97_RS04675	Gene	AUO97_RS04675	AUO97_RS04675	1001582	1002796
gene-AUO97_RS04680	Gene	AUO97_RS04680	AUO97_RS04680	1002941	1004212
gene-AUO97_RS04685	Gene	AUO97_RS04685	AUO97_RS04685	1005248	1006681
gene-AUO97_RS04690	Gene	AUO97_RS04690	AUO97_RS04690	1007095	1008372
gene-AUO97_RS04695	Gene	AUO97_RS04695	AUO97_RS04695	1008500	1009294
gene-AUO97_RS04700	Gene	AUO97_RS04700	AUO97_RS04700	1009310	1009843
gene-AUO97_RS04705	Gene	AUO97_RS04705	AUO97_RS04705	1009893	1010456
gene-AUO97_RS04710	Gene	AUO97_RS04710	AUO97_RS04710	1010596	1011063
gene-AUO97_RS04715	Gene	AUO97_RS04715	AUO97_RS04715	1011222	1011866
gene-AUO97_RS04720	Gene	AUO97_RS04720	AUO97_RS04720	1011989	1013107
gene-AUO97_RS04725	Gene	AUO97_RS04725	AUO97_RS04725	1013223	1013798
gene-AUO97_RS04730	Gene	yccS	AUO97_RS04730	1013991	1016141
gene-AUO97_RS04735	Gene	AUO97_RS04735	AUO97_RS04735	1016178	1017407
gene-AUO97_RS04740	Gene	AUO97_RS04740	AUO97_RS04740	1017777	1018142
gene-AUO97_RS04745	Gene	AUO97_RS04745	AUO97_RS04745	1018367	1018954
gene-AUO97_RS04750	Gene	AUO97_RS04750	AUO97_RS04750	1018968	1019282
gene-AUO97_RS04755	Gene	AUO97_RS04755	AUO97_RS04755	1019327	1019695
gene-AUO97_RS04760	Gene	AUO97_RS04760	AUO97_RS04760	1019791	1021200
gene-AUO97_RS04765	Gene	serA	AUO97_RS04765	1021580	1022812
gene-AUO97_RS04770	Gene	AUO97_RS04770	AUO97_RS04770	1022911	1023795
gene-AUO97_RS04775	Gene	AUO97_RS04775	AUO97_RS04775	1023886	1024746
gene-AUO97_RS04780	Gene	AUO97_RS04780	AUO97_RS04780	1024754	1025197
gene-AUO97_RS04785	Gene	AUO97_RS04785	AUO97_RS04785	1025407	1026183
gene-AUO97_RS04790	Gene	truB	AUO97_RS04790	1026203	1027108
gene-AUO97_RS04795	Gene	AUO97_RS04795	AUO97_RS04795	1027262	1028296
gene-AUO97_RS04800	Gene	AUO97_RS04800	AUO97_RS04800	1028411	1029352
gene-AUO97_RS04805	Gene	rplS	AUO97_RS04805	1029404	1029772
gene-AUO97_RS04810	Gene	trmD	AUO97_RS04810	1029980	1030720
gene-AUO97_RS04815	Gene	rimM	AUO97_RS04815	1030766	1031314
gene-AUO97_RS04820	Gene	rpsP	AUO97_RS04820	1031334	1031585
gene-AUO97_RS04825	Gene	AUO97_RS04825	AUO97_RS04825	1031732	1032157
gene-AUO97_RS04830	Gene	AUO97_RS04830	AUO97_RS04830	1032154	1032636
gene-AUO97_RS04835	Gene	AUO97_RS04835	AUO97_RS04835	1032649	1036503
gene-AUO97_RS04840	Gene	AUO97_RS04840	AUO97_RS04840	1036515	1037333
gene-AUO97_RS04845	Gene	AUO97_RS04845	AUO97_RS04845	1037330	1038331
gene-AUO97_RS04850	Gene	pilV	AUO97_RS04850	1038332	1038892
gene-AUO97_RS04855	Gene	AUO97_RS04855	AUO97_RS04855	1038886	1039359
gene-AUO97_RS04860	Gene	ispH	AUO97_RS04860	1039529	1040479
gene-AUO97_RS04865	Gene	gmk	AUO97_RS04865	1040602	1041231
gene-AUO97_RS04870	Gene	rpoZ	AUO97_RS04870	1041304	1041582
gene-AUO97_RS04875	Gene	AUO97_RS04875	AUO97_RS04875	1041791	1043896
gene-AUO97_RS04880	Gene	AUO97_RS04880	AUO97_RS04880	1044017	1044400
gene-AUO97_RS04885	Gene	AUO97_RS04885	AUO97_RS04885	1044610	1044804
gene-AUO97_RS04890	Gene	bfr	AUO97_RS04890	1045049	1045513
gene-AUO97_RS04895	Gene	AUO97_RS04895	AUO97_RS04895	1045557	1047185
gene-AUO97_RS04900	Gene	AUO97_RS04900	AUO97_RS04900	1047335	1047799
gene-AUO97_RS04905	Gene	AUO97_RS04905	AUO97_RS04905	1048141	1048701
gene-AUO97_RS04910	Gene	AUO97_RS04910	AUO97_RS04910	1048695	1049777
gene-AUO97_RS04915	Gene	AUO97_RS04915	AUO97_RS04915	1049799	1050389
gene-AUO97_RS04920	Gene	AUO97_RS04920	AUO97_RS04920	1050520	1051407
gene-AUO97_RS04925	Gene	AUO97_RS04925	AUO97_RS04925	1051581	1053002
gene-AUO97_RS04930	Gene	gltB	AUO97_RS04930	1053073	1057548
gene-AUO97_RS04935	Gene	AUO97_RS04935	AUO97_RS04935	1058009	1058884
gene-AUO97_RS04940	Gene	aroB	AUO97_RS04940	1058900	1059982
gene-AUO97_RS04945	Gene	aroK	AUO97_RS04945	1060011	1060580
gene-AUO97_RS04950	Gene	AUO97_RS04950	AUO97_RS04950	1060592	1062757
gene-AUO97_RS04955	Gene	AUO97_RS04955	AUO97_RS04955	1062825	1063352
gene-AUO97_RS04960	Gene	AUO97_RS04960	AUO97_RS04960	1063363	1064103
gene-AUO97_RS04965	Gene	AUO97_RS04965	AUO97_RS04965	1064100	1064741
gene-AUO97_RS04970	Gene	AUO97_RS04970	AUO97_RS04970	1064741	1065799
gene-AUO97_RS04975	Gene	ponA	AUO97_RS04975	1065962	1068517
gene-AUO97_RS04980	Gene	AUO97_RS04980	AUO97_RS04980	1068535	1069359
gene-AUO97_RS04985	Gene	AUO97_RS04985	AUO97_RS04985	1069362	1069694
gene-AUO97_RS04990	Gene	AUO97_RS04990	AUO97_RS04990	1069755	1070873
gene-AUO97_RS04995	Gene	murF	AUO97_RS04995	1070874	1072274
gene-AUO97_RS05000	Gene	AUO97_RS05000	AUO97_RS05000	1072283	1073782
gene-AUO97_RS05005	Gene	ftsI	AUO97_RS05005	1073786	1075618
gene-AUO97_RS05010	Gene	ftsL	AUO97_RS05010	1075630	1075962
gene-AUO97_RS05015	Gene	rsmH	AUO97_RS05015	1075962	1076885
gene-AUO97_RS05020	Gene	AUO97_RS05020	AUO97_RS05020	1077108	1078109
gene-AUO97_RS05025	Gene	AUO97_RS05025	AUO97_RS05025	1078506	1078805
gene-AUO97_RS05030	Gene	AUO97_RS05030	AUO97_RS05030	1078922	1080430
gene-AUO97_RS05035	Gene	AUO97_RS05035	AUO97_RS05035	1080488	1080563
gene-AUO97_RS05040	Gene	AUO97_RS05040	AUO97_RS05040	1080589	1080664
gene-AUO97_RS05045	Gene	AUO97_RS05045	AUO97_RS05045	1080796	1082214
gene-AUO97_RS05050	Gene	AUO97_RS05050	AUO97_RS05050	1082334	1083218
gene-AUO97_RS05055	Gene	AUO97_RS05055	AUO97_RS05055	1083353	1083428
gene-AUO97_RS05060	Gene	AUO97_RS05060	AUO97_RS05060	1083457	1083532
gene-AUO97_RS05065	Gene	AUO97_RS05065	AUO97_RS05065	1083626	1084573
gene-AUO97_RS05070	Gene	AUO97_RS05070	AUO97_RS05070	1084847	1085185
gene-AUO97_RS05075	Gene	AUO97_RS05075	AUO97_RS05075	1085204	1086160
gene-AUO97_RS05080	Gene	AUO97_RS05080	AUO97_RS05080	1086293	1089451
gene-AUO97_RS05085	Gene	AUO97_RS05085	AUO97_RS05085	1089441	1090658
gene-AUO97_RS05090	Gene	AUO97_RS05090	AUO97_RS05090	1090661	1092076
gene-AUO97_RS05095	Gene	AUO97_RS05095	AUO97_RS05095	1092131	1092529
gene-AUO97_RS05100	Gene	AUO97_RS05100	AUO97_RS05100	1092678	1093370
gene-AUO97_RS05105	Gene	AUO97_RS05105	AUO97_RS05105	1093713	1094093
gene-AUO97_RS05110	Gene	ettA	AUO97_RS05110	1094136	1095797
gene-AUO97_RS05115	Gene	AUO97_RS05115	AUO97_RS05115	1096095	1097372
gene-AUO97_RS05120	Gene	AUO97_RS05120	AUO97_RS05120	1097494	1098441
gene-AUO97_RS05125	Gene	AUO97_RS05125	AUO97_RS05125	1098742	1099077
gene-AUO97_RS05130	Gene	AUO97_RS05130	AUO97_RS05130	1099074	1099499
gene-AUO97_RS05135	Gene	AUO97_RS05135	AUO97_RS05135	1099773	1100663
gene-AUO97_RS05140	Gene	AUO97_RS05140	AUO97_RS05140	1100731	1102920
gene-AUO97_RS05145	Gene	AUO97_RS05145	AUO97_RS05145	1103223	1105571
gene-AUO97_RS05150	Gene	ompR	AUO97_RS05150	1106227	1106991
gene-AUO97_RS05155	Gene	AUO97_RS05155	AUO97_RS05155	1107009	1108466
gene-AUO97_RS19380	Gene	AUO97_RS19380	AUO97_RS19380	1108530	1108622
gene-AUO97_RS05160	Gene	AUO97_RS05160	AUO97_RS05160	1108658	1110172
gene-AUO97_RS05165	Gene	AUO97_RS05165	AUO97_RS05165	1110303	1110734
gene-AUO97_RS05170	Gene	AUO97_RS05170	AUO97_RS05170	1110906	1110981
gene-AUO97_RS05175	Gene	AUO97_RS05175	AUO97_RS05175	1111108	1111183
gene-AUO97_RS05180	Gene	AUO97_RS05180	AUO97_RS05180	1111289	1111672
gene-AUO97_RS05185	Gene	hisB	AUO97_RS05185	1111775	1112368
gene-AUO97_RS05190	Gene	hisH	AUO97_RS05190	1112368	1112985
gene-AUO97_RS05195	Gene	AUO97_RS05195	AUO97_RS05195	1113139	1113687
gene-AUO97_RS05200	Gene	AUO97_RS05200	AUO97_RS05200	1113774	1114415
gene-AUO97_RS05205	Gene	hisA	AUO97_RS05205	1114510	1115241
gene-AUO97_RS05210	Gene	AUO97_RS05210	AUO97_RS05210	1115309	1115860
gene-AUO97_RS05215	Gene	AUO97_RS05215	AUO97_RS05215	1115959	1116861
gene-AUO97_RS05220	Gene	AUO97_RS05220	AUO97_RS05220	1116887	1117198
gene-AUO97_RS05225	Gene	AUO97_RS05225	AUO97_RS05225	1117202	1117594
gene-AUO97_RS05230	Gene	AUO97_RS05230	AUO97_RS05230	1117631	1118260
gene-AUO97_RS05235	Gene	AUO97_RS05235	AUO97_RS05235	1118273	1119223
gene-AUO97_RS05240	Gene	hisF	AUO97_RS05240	1119336	1120094
gene-AUO97_RS05245	Gene	AUO97_RS05245	AUO97_RS05245	1120136	1120774
gene-AUO97_RS05250	Gene	AUO97_RS05250	AUO97_RS05250	1120884	1121888
gene-AUO97_RS05255	Gene	aqpZ	AUO97_RS05255	1122021	1122710
gene-AUO97_RS05260	Gene	AUO97_RS05260	AUO97_RS05260	1122889	1123131
gene-AUO97_RS05265	Gene	AUO97_RS05265	AUO97_RS05265	1123177	1123776
gene-AUO97_RS05270	Gene	AUO97_RS05270	AUO97_RS05270	1123873	1124952
gene-AUO97_RS05275	Gene	AUO97_RS05275	AUO97_RS05275	1125208	1125651
gene-AUO97_RS05280	Gene	AUO97_RS05280	AUO97_RS05280	1125707	1127584
gene-AUO97_RS05285	Gene	AUO97_RS05285	AUO97_RS05285	1127703	1127792
gene-AUO97_RS05290	Gene	AUO97_RS05290	AUO97_RS05290	1127929	1128741
gene-AUO97_RS05295	Gene	elbB	AUO97_RS05295	1128831	1129493
gene-AUO97_RS05300	Gene	AUO97_RS05300	AUO97_RS05300	1129552	1129893
gene-AUO97_RS05305	Gene	AUO97_RS05305	AUO97_RS05305	1129975	1130433
gene-AUO97_RS05310	Gene	AUO97_RS05310	AUO97_RS05310	1130427	1131383
gene-AUO97_RS05315	Gene	AUO97_RS05315	AUO97_RS05315	1131556	1132113
gene-AUO97_RS05320	Gene	AUO97_RS05320	AUO97_RS05320	1132231	1132566
gene-AUO97_RS05325	Gene	AUO97_RS05325	AUO97_RS05325	1132594	1132800
gene-AUO97_RS05330	Gene	AUO97_RS05330	AUO97_RS05330	1132877	1133758
gene-AUO97_RS05335	Gene	AUO97_RS05335	AUO97_RS05335	1133742	1134893
gene-AUO97_RS05340	Gene	AUO97_RS05340	AUO97_RS05340	1134890	1135252
gene-AUO97_RS05345	Gene	AUO97_RS05345	AUO97_RS05345	1135332	1135994
gene-AUO97_RS05350	Gene	AUO97_RS05350	AUO97_RS05350	1136074	1136388
gene-AUO97_RS05355	Gene	AUO97_RS05355	AUO97_RS05355	1136500	1136916
gene-AUO97_RS05360	Gene	AUO97_RS05360	AUO97_RS05360	1136989	1137540
gene-AUO97_RS05370	Gene	AUO97_RS05370	AUO97_RS05370	1138230	1139030
gene-AUO97_RS05375	Gene	AUO97_RS05375	AUO97_RS05375	1139153	1140055
gene-AUO97_RS05385	Gene	AUO97_RS05385	AUO97_RS05385	1141214	1141606
gene-AUO97_RS05390	Gene	AUO97_RS05390	AUO97_RS05390	1141631	1142374
gene-AUO97_RS05395	Gene	AUO97_RS05395	AUO97_RS05395	1142603	1143490
gene-AUO97_RS05400	Gene	AUO97_RS05400	AUO97_RS05400	1143487	1144407
gene-AUO97_RS05405	Gene	AUO97_RS05405	AUO97_RS05405	1144546	1145790
gene-AUO97_RS05410	Gene	AUO97_RS05410	AUO97_RS05410	1145915	1145990
gene-AUO97_RS19385	Gene	AUO97_RS19385	AUO97_RS19385	1145994	1146092
gene-AUO97_RS05415	Gene	AUO97_RS05415	AUO97_RS05415	1146301	1146684
gene-AUO97_RS05420	Gene	AUO97_RS05420	AUO97_RS05420	1146913	1147338
gene-AUO97_RS05425	Gene	AUO97_RS05425	AUO97_RS05425	1147347	1148174
gene-AUO97_RS05430	Gene	AUO97_RS05430	AUO97_RS05430	1148179	1149477
gene-AUO97_RS05435	Gene	AUO97_RS05435	AUO97_RS05435	1149917	1150789
gene-AUO97_RS05440	Gene	AUO97_RS05440	AUO97_RS05440	1151067	1151693
gene-AUO97_RS05445	Gene	AUO97_RS05445	AUO97_RS05445	1151714	1152688
gene-AUO97_RS05450	Gene	AUO97_RS05450	AUO97_RS05450	1152793	1154241
gene-AUO97_RS05455	Gene	gabT	AUO97_RS05455	1154238	1155530
gene-AUO97_RS05460	Gene	AUO97_RS05460	AUO97_RS05460	1155687	1157186
gene-AUO97_RS05465	Gene	AUO97_RS05465	AUO97_RS05465	1157251	1158693
gene-AUO97_RS05470	Gene	AUO97_RS05470	AUO97_RS05470	1158999	1159547
gene-AUO97_RS05475	Gene	AUO97_RS05475	AUO97_RS05475	1159616	1160311
gene-AUO97_RS05480	Gene	AUO97_RS05480	AUO97_RS05480	1160308	1160631
gene-AUO97_RS05485	Gene	ssb	AUO97_RS05485	1160672	1161253
gene-AUO97_RS05490	Gene	AUO97_RS05490	AUO97_RS05490	1161305	1162669
gene-AUO97_RS05495	Gene	AUO97_RS05495	AUO97_RS05495	1162816	1163898
gene-AUO97_RS05500	Gene	tenA	AUO97_RS05500	1164161	1164835
gene-AUO97_RS05505	Gene	AUO97_RS05505	AUO97_RS05505	1164885	1165226
gene-AUO97_RS05510	Gene	AUO97_RS05510	AUO97_RS05510	1165279	1165632
gene-AUO97_RS05515	Gene	AUO97_RS05515	AUO97_RS05515	1165697	1166674
gene-AUO97_RS05520	Gene	AUO97_RS05520	AUO97_RS05520	1166678	1167280
gene-AUO97_RS05525	Gene	uvrA	AUO97_RS05525	1167577	1170411
gene-AUO97_RS05530	Gene	AUO97_RS05530	AUO97_RS05530	1170445	1172151
gene-AUO97_RS05535	Gene	omp33-36	AUO97_RS05535	1173144	1174043
gene-AUO97_RS05540	Gene	betT	AUO97_RS05540	1174110	1176077
gene-AUO97_RS05545	Gene	AUO97_RS05545	AUO97_RS05545	1176243	1176935
gene-AUO97_RS05550	Gene	AUO97_RS05550	AUO97_RS05550	1177105	1178820
gene-AUO97_RS05555	Gene	AUO97_RS05555	AUO97_RS05555	1178822	1179154
gene-AUO97_RS05560	Gene	AUO97_RS05560	AUO97_RS05560	1179338	1182835
gene-AUO97_RS05565	Gene	AUO97_RS05565	AUO97_RS05565	1183229	1183996
gene-AUO97_RS05570	Gene	AUO97_RS05570	AUO97_RS05570	1184039	1184689
gene-AUO97_RS05575	Gene	msuE	AUO97_RS05575	1185066	1185803
gene-AUO97_RS05580	Gene	sfnG	AUO97_RS05580	1185848	1186960
gene-AUO97_RS05585	Gene	AUO97_RS05585	AUO97_RS05585	1187052	1187465
gene-AUO97_RS05590	Gene	AUO97_RS05590	AUO97_RS05590	1187571	1188113
gene-AUO97_RS05595	Gene	acs	AUO97_RS05595	1188160	1190109
gene-AUO97_RS05600	Gene	AUO97_RS05600	AUO97_RS05600	1190404	1190979
gene-AUO97_RS05605	Gene	AUO97_RS05605	AUO97_RS05605	1191092	1192072
gene-AUO97_RS05610	Gene	AUO97_RS05610	AUO97_RS05610	1192052	1192759
gene-AUO97_RS05615	Gene	AUO97_RS05615	AUO97_RS05615	1192756	1194048
gene-AUO97_RS05620	Gene	AUO97_RS05620	AUO97_RS05620	1194217	1195275
gene-AUO97_RS05625	Gene	AUO97_RS05625	AUO97_RS05625	1195304	1195606
gene-AUO97_RS05630	Gene	prfB	AUO97_RS05630	1195806	1196901
gene-AUO97_RS05635	Gene	AUO97_RS05635	AUO97_RS05635	1197294	1198061
gene-AUO97_RS05640	Gene	recJ	AUO97_RS05640	1198109	1199806
gene-AUO97_RS05645	Gene	pdxH	AUO97_RS05645	1199807	1200463
gene-AUO97_RS05650	Gene	glmM	AUO97_RS05650	1200474	1201811
gene-AUO97_RS05655	Gene	guaB	AUO97_RS05655	1201961	1203427
gene-AUO97_RS05660	Gene	AUO97_RS05660	AUO97_RS05660	1203563	1203928
gene-AUO97_RS05665	Gene	AUO97_RS05665	AUO97_RS05665	1204020	1204817
gene-AUO97_RS05670	Gene	AUO97_RS05670	AUO97_RS05670	1205046	1207202
gene-AUO97_RS05675	Gene	AUO97_RS05675	AUO97_RS05675	1207261	1207836
gene-AUO97_RS05680	Gene	AUO97_RS05680	AUO97_RS05680	1208085	1208357
gene-AUO97_RS05685	Gene	AUO97_RS05685	AUO97_RS05685	1208506	1210494
gene-AUO97_RS05690	Gene	aceE	AUO97_RS05690	1210497	1213214
gene-AUO97_RS05695	Gene	AUO97_RS05695	AUO97_RS05695	1213465	1214157
gene-AUO97_RS05700	Gene	AUO97_RS05700	AUO97_RS05700	1214265	1214705
gene-AUO97_RS05705	Gene	AUO97_RS05705	AUO97_RS05705	1214803	1215705
gene-AUO97_RS05710	Gene	ftsZ	AUO97_RS05710	1215816	1216991
gene-AUO97_RS05715	Gene	ftsA	AUO97_RS05715	1217156	1218418
gene-AUO97_RS05720	Gene	AUO97_RS05720	AUO97_RS05720	1218479	1219333
gene-AUO97_RS05725	Gene	AUO97_RS05725	AUO97_RS05725	1219336	1220262
gene-AUO97_RS05730	Gene	murC	AUO97_RS05730	1220300	1221748
gene-AUO97_RS05735	Gene	murG	AUO97_RS05735	1221760	1222857
gene-AUO97_RS05740	Gene	gshB	AUO97_RS05740	1223095	1224039
gene-AUO97_RS05745	Gene	AUO97_RS05745	AUO97_RS05745	1224200	1224412
gene-AUO97_RS05750	Gene	AUO97_RS05750	AUO97_RS05750	1224642	1226831
gene-AUO97_RS05755	Gene	AUO97_RS05755	AUO97_RS05755	1227075	1227269
gene-AUO97_RS05760	Gene	pyrE	AUO97_RS05760	1227510	1228160
gene-AUO97_RS05765	Gene	xth	AUO97_RS05765	1228199	1229023
gene-AUO97_RS05770	Gene	AUO97_RS05770	AUO97_RS05770	1229479	1229829
gene-AUO97_RS05775	Gene	AUO97_RS05775	AUO97_RS05775	1229867	1230304
gene-AUO97_RS05780	Gene	AUO97_RS05780	AUO97_RS05780	1230454	1231365
gene-AUO97_RS05785	Gene	AUO97_RS05785	AUO97_RS05785	1231541	1232734
gene-AUO97_RS05790	Gene	dsbD	AUO97_RS05790	1232726	1234540
gene-AUO97_RS05795	Gene	AUO97_RS05795	AUO97_RS05795	1234569	1235336
gene-AUO97_RS05800	Gene	AUO97_RS05800	AUO97_RS05800	1235349	1235894
gene-AUO97_RS05805	Gene	AUO97_RS05805	AUO97_RS05805	1236053	1236403
gene-AUO97_RS05810	Gene	puuE	AUO97_RS05810	1236656	1237621
gene-AUO97_RS05815	Gene	uraD	AUO97_RS05815	1237721	1238224
gene-AUO97_RS05820	Gene	uraH	AUO97_RS05820	1238221	1238544
gene-AUO97_RS05825	Gene	AUO97_RS05825	AUO97_RS05825	1238569	1239936
gene-AUO97_RS05830	Gene	AUO97_RS05830	AUO97_RS05830	1240058	1240783
gene-AUO97_RS05835	Gene	hpxO	AUO97_RS05835	1240836	1241993
gene-AUO97_RS05840	Gene	AUO97_RS05840	AUO97_RS05840	1242193	1243203
gene-AUO97_RS05845	Gene	AUO97_RS05845	AUO97_RS05845	1243200	1243703
gene-AUO97_RS05850	Gene	parE	AUO97_RS05850	1243825	1245708
gene-AUO97_RS05855	Gene	AUO97_RS05855	AUO97_RS05855	1245723	1246304
gene-AUO97_RS05860	Gene	AUO97_RS05860	AUO97_RS05860	1246516	1247859
gene-AUO97_RS05865	Gene	AUO97_RS05865	AUO97_RS05865	1247924	1248280
gene-AUO97_RS05870	Gene	AUO97_RS05870	AUO97_RS05870	1248423	1249079
gene-AUO97_RS19390	Gene	AUO97_RS19390	AUO97_RS19390	1249214	1249885
gene-AUO97_RS05880	Gene	AUO97_RS05880	AUO97_RS05880	1249955	1250680
gene-AUO97_RS05885	Gene	AUO97_RS05885	AUO97_RS05885	1250796	1251602
gene-AUO97_RS05890	Gene	AUO97_RS05890	AUO97_RS05890	1251607	1254045
gene-AUO97_RS05910	Gene	AUO97_RS05910	AUO97_RS05910	1254300	1255519
gene-AUO97_RS05920	Gene	AUO97_RS05920	AUO97_RS05920	1255814	1256929
gene-AUO97_RS05925	Gene	AUO97_RS05925	AUO97_RS05925	1256956	1257756
gene-AUO97_RS05930	Gene	AUO97_RS05930	AUO97_RS05930	1258077	1259279
gene-AUO97_RS05935	Gene	AUO97_RS05935	AUO97_RS05935	1259427	1259648
gene-AUO97_RS05940	Gene	AUO97_RS05940	AUO97_RS05940	1259653	1260480
gene-AUO97_RS05945	Gene	AUO97_RS05945	AUO97_RS05945	1260467	1261348
gene-AUO97_RS05950	Gene	AUO97_RS05950	AUO97_RS05950	1262381	1262569
gene-AUO97_RS05955	Gene	trbJ	AUO97_RS05955	1262710	1263489
gene-AUO97_RS05960	Gene	trbK	AUO97_RS05960	1263502	1263738
gene-AUO97_RS05965	Gene	trbL	AUO97_RS05965	1263749	1265176
gene-AUO97_RS05970	Gene	AUO97_RS05970	AUO97_RS05970	1265181	1265429
